customer_account_no,customer_name,created_on,created_by,updated_on,updated_by,fax_no,sponsor_name,po_box_no,email_address,telephone_no,state,street_no,zone,country,building_no,customer_category_id,unit_no,customer_group_code_id,customer_account_type,status_id,mobile_no,outlet_classification,latitude,outlet_type,department_id,outlet_category,parent_outlet,longtitude,cr_no,contact_person,sponsor_contact_no,area_name,area_name_id,cr_license,guarantee,customer_form,sponsor_id
07-15414,FAMILY FOOD LAND,,,,,4515631,,30791,,4510414,DOHA,,,QATAR,,,,,2,1,,,,,3,,,,,,,SALWA ROAD,,,,,
07-15415,FOOD CENTRE AL MAMOURA,,,,,4514310,,19728,,4514579/4514310,DOHA,,28,QATAR,,,,,2,1,,,,,3,,,,,,,Al Khulaifat,,,,,
07-15418,ARWA SHOPPING CENTRE,,,,,4783242,,3696,,4783247,DOHA,,71,QATAR,,,,,2,1,,,,,3,,,,,,,Al Kharaitiyat,,,,,
07-1689,NAJMAH FIRDOUS TRADING CO WLL,,,,,4369433,,15201,,4361355/4430749,DOHA,,26,QATAR,,,,,2,1,4361355,,,,3,,,,,,,Najma,,,,,
07-1690,DUBAI SHOPPING COMPLEX,,,,,4515073,,40986,,4515071/72,DOHA,,57,QATAR,,,,,2,1,4515071,,,,3,,,,,,,Industrial Area,,,,,
07-1691,K MART,,,,,,,18094,,5511838,DOHA,,61,QATAR,,,,,2,1,,,,,3,,,,,,,Al Dafna,,,,,
07-15505,TASTY KING SUPERMARKET,,,,,,,,,4683487,DOHA,,,QATAR,,,,,2,1,,,,,3,,,,,,,SALWA ROAD,,,,,
07-15504,KUWAIT GROCERY,,,,,,,91063,,5274739,DOHA,,56,QATAR,,,,,2,1,5274739,,,,3,,,,,,,Al Mamoura,,,,,
07-15507,LABBAUQ S/M,,,,,,,30187,,4712714,DOHA,,,QATAR,,,,,2,1,4712714,,,,3,,,,,,,,,,,,
07-15508,JANAN SUPERMARKET,,,,,,,30231,,4712690,DOHA,,86,QATAR,,,,,2,1,4712690,,,,3,,,,,,,Dukhan,,,,,
07-1693,FATHIMA SHOPPING COMPLEX,,,,,4123636,,30837,,4123535,DOHA,,,QATAR,,,,,2,1,4123535,,,,3,,,,,,,MAIZER,,,,,
07-15510,AZMEER SHOPPING COMPLEX,,,,,4412224,,30284,,4412224/5838767,DOHA,,96,QATAR,,,,,2,1,4412224,,,,3,,,,,,,Abu Samra,,,,,
07-1708,THE PHILIPPINE STORE WLL,,,,,4131519,,40926,,4274721,DOHA,,,QATAR,,,,,2,1,,,,,3,,,,,,,AL DEFAAF,,,,,
07-15521,SILVERLINE F/S,,,,,,,16122,,NULL,DOHA,,57,QATAR,,,,,2,1,,,,,3,,,,,,,Industrial Area,,,,,
07-15522,ICE CREAM PLAZA,,,,,,,,,4779516,DOHA,,53,QATAR,,,,,2,1,4779516,,,,3,,,,,,,New Al Rayyan,,,,,
07-1710,FOOD PLUS HYPERMARKET,,,,,4726338,,60926,,4721229/4721206,DOHA,,74,QATAR,,,,,2,1,,,,,3,,,,,,,Al Khor,,,,,
07-364-7,WOQOD (QATAR FUEL),,,,,,,,,NULL,DOHA,,79,QATAR,,,,,2,1,,,,,3,,,,,,,Al Gharrafa,,,,,
07-15529,FOOF HALL S/M,,,,,,,,,5046486,DOHA,,7,QATAR,,,,,2,1,5046486,,,,3,,,,,,,Al Souq,,,,,
07-15531,EID AL MOHANNADI S/M,,,,,,,,,4506079,DOHA,,55,QATAR,,,,,2,1,4506079,,,,3,,,,,,,Fereej Al Murra,,,,,
07-15533,AL SHAM GROERY,,,,,,,,,4690478,DOHA,,55,QATAR,,,,,2,1,4690478,,,,3,,,,,,,Fereej Al Murra,,,,,
07-15534,EID AL MUHANNADI GROCERY,,,,,,,,,4682018,DOHA,,55,QATAR,,,,,2,1,4682018,,,,3,,,,,,,Fereej Al Murra,,,,,
07-1712,PLUS SHOPPING CENTRE,,,,,4326268,,31301,,4326268,DOHA,,26,QATAR,,,,,2,1,4326268,,,,3,,,,,,,Najma,,,,,
07-15536,AL MOHAYA S/S,,,,,,,92017,,5305704,DOHA,,52,QATAR,,,,,2,1,5305704,,,,3,,,,,,,Old Al Rayyan,,,,,
07-15537,AL MAHAMOODI GROCERY,,,,,,,4872801,,4872801,DOHA,,32,QATAR,,,,,2,1,4872801,,,,3,,,,,,,Madinat Khalifa North,,,,,
07-200-4,NBK - MEGA MART EXPRESS,,,,,4516305,,20195,nbktcs@qatar.net.qa,4516901,DOHA,,,QATAR,,,,,2,1,4516901,,,,3,,,,,,,RAYYAN ROAD,,,,,
07-1713,KABAYAN INTL HYPER MARKET,,,,,4796658,,60463,,4112482,DOHA,,74,QATAR,,,,,2,1,4112482,,,,3,,,,,,,Al Khor,,,,,
07-1714,SAHARAN FOOD STUFF,,,,,4671661,,6449,,4677261,DOHA,,42,QATAR,,,,,2,1,4677261,,,,3,,,,,,,Al Hilal,,,,,
07-1715,AL JAZI SUPER STORE,,,,,4834273,,13037,,4934611,DOHA,,63,QATAR,,,,,2,1,4934611,,,,3,,,,,,,Onaiza,,,,,
07-364-8,WOQOD (QATAR FUEL),,,,,44308839,,7777,,44308888,DOHA,,33,QATAR,,,,,2,1,44308839,,,,3,,,,,,,Al Markhiyah,,,,,
07-364-9,WOQOD (QATAR FUEL),,,,,44308839,,7777,,44308888,DOHA,,63,QATAR,,,,,2,1,44308888,,,,3,,,,,,,Onaiza,,,,,
07-15538,WIKI MART SHOPPING WLL,,,,,44551087,,24232,,44662044,DOHA,,42,QATAR,,,,,2,1,33485900,,,,3,,,,,,,Al Hilal,,,,,
07-114-9,GRAND MART SUPERMARKET,,,,,44414762,,13037,info@grandmartgroup.com,44357214,DOHA,,53,QATAR,,,,,2,1,44357214,,,,3,,,,,,,Muaither,,,,,
07-15572,MANHAL GROCERY,,,,,,,,,44863988,DOHA,,,QATAR,,,,,2,1,66539035,,,,3,,,,,,,MAREHA SALATA,,,,,
07-15573,TAIF FOOD CENTER,,,,,44447066,,39405,,44448066,DOHA,,54,QATAR,,,,,2,1,55688606,,,,3,,,,,,,Fereej Al Soudan,,,,,
07-15575,EUROTECH TRADING,,,,,,,,,77352827,DOHA,,57,QATAR,,,,,2,1,77352827,,,,3,,,,,,,Industrial Area,,,,,
07-15576,AL MISK GROCERY,,,,,,,,,55841421,DOHA,,54,QATAR,,,,,2,1,,,,,3,,,,,,,Fereej Al Soudan,,,,,
07-15577,AL JAHAR GROCERY,,,,,,,,,44447314,DOHA,,54,QATAR,,,,,2,1,,,,,3,,,,,,,Fereej Al Soudan,,,,,
07-15579,AL ALAA GROCERY,,,,,,,,,44362462,DOHA,,39,QATAR,,,,,2,1,,,,,3,,,,,,,Fereej Al Nasr,,,,,
07-15580,SANARI GROCERY,,,,,,,,,44875373,DOHA,,37,QATAR,,,,,2,1,,,,,3,,,,,,,Fereej Bin Omran,,,,,
07-15582,AL CORNECHE GROCERY,,,,,,,,,44873702,DOHA,,79,QATAR,,,,,2,1,,,,,3,,,,,,,Al Gharrafa,,,,,
07-15583,CORNER GROCERY,,,,,,,,,44763963,DOHA,,40,QATAR,,,,,2,1,,,,,3,,,,,,,New Salata,,,,,
07-15584,YES MART GROCERY,,,,,,,,,44670502,DOHA,,40,QATAR,,,,,2,1,,,,,3,,,,,,,New Salata,,,,,
07-15585,YANA SENA GROCERY,,,,,,,,,44875652,DOHA,,34,QATAR,,,,,2,1,,,,,3,,,,,,,Madinat Khalifa South,,,,,
07-15586,MOHAMAD,,,,,,,60409,,55987354,DOHA,,74,QATAR,,,,,2,1,,,,,3,,,,,,,Al Khor,,,,,
07-15587,AL ZAKADE,,,,,,,,,44721876,DOHA,,74,QATAR,,,,,2,1,,,,,3,,,,,,,Al Khor,,,,,
07-15588,AL WARDI GROCERY,,,,,,,,,44678199,DOHA,,45,QATAR,,,,,2,1,,,,,3,,,,,,,Old Airport,,,,,
07-15589,D.FOOD GROCERY,,,,,,,,,44650116,DOHA,,45,QATAR,,,,,2,1,,,,,3,,,,,,,Old Airport,,,,,
07-15591,NATIONAL COMPANY,,,,,,,,,33021910,DOHA,,57,QATAR,,,,,2,1,,,,,3,,,,,,,Industrial Area,,,,,
07-15592,AL SAIF,,,,,,,,,66688321,DOHA,,57,QATAR,,,,,2,1,,,,,3,,,,,,,Industrial Area,,,,,
07-15594,AL-MUFTAH SUPERMAKET,,,,,,,,,44932779,DOHA,,71,QATAR,,,,,2,1,55546559,,,,3,,,,,,,Umm Salal Mohammed,,,,,
07-15595,PARK VIEW SUPERMARKET,,,,,,,,,44783503,DOHA,,71,QATAR,,,,,2,1,,,,,3,,,,,,,Umm Salal Mohammed,,,,,
07-15596,BUMATAR SHOPPING CENTER,,,,,,,,,44922275,DOHA,,71,QATAR,,,,,2,1,55756439,,,,3,,,,,,,Umm Salal Mohammed,,,,,
07-15597,MANAMA FOOD MART,,,,,,,,,NULL,DOHA,,70,QATAR,,,,,2,1,,,,,3,,,,,,,Al Kheesa,,,,,
07-15598,DAWLI S/M,,,,,,,,44863565,NULL,DOHA,,79,QATAR,,,,,2,1,66465700,,,,3,,,,,,,Al Gharrafa,,,,,
07-15601,AL MEENA GROCERY,,,,,,,,,44850604,DOHA,,26,QATAR,,,,,2,1,,,,,3,,,,,,,Najma,,,,,
07-15602,VAN SALE -KAMAL,,,,,,,,,66461395,DOHA,,27,QATAR,,,,,2,1,,,,,3,,,,,,,Umm Ghuwailina,,,,,
07-15603,CITY MART,,,,,,,,,44631623,DOHA,,90,QATAR,,,,,2,1,,,,,3,,,,,,,Al Wakrah,,,,,
07-15605,FOODNES SHOPPING CENTER,,,,,,,,,44986815,DOHA,,90,QATAR,,,,,2,1,,,,,3,,,,,,,Al Wakrah,,,,,
07-15606,LOGIC FRESHMART,,,,,,,,,66139903,DOHA,,90,QATAR,,,,,2,1,,,,,3,,,,,,,Al Wakrah,,,,,
07-15608,AL-ALI G.,,,,,,,,,55668032,DOHA,,90,QATAR,,,,,2,1,,,,,3,,,,,,,Al Wakrah,,,,,
07-15609,FOOD MAX,,,,,44351733,,201413,,44130675,DOHA,,39,QATAR,,,,,2,1,66538352,,,,3,,,,,,,Fereej Al Nasr,,,,,
07-15610,AL SHARA GROCERY,,,,,,,,,44682824,DOHA,,55,QATAR,,,,,2,1,,,,,3,,,,,,,Fereej Al Murra,,,,,
07-15611,MOHAMAD KHALID S/M,,,,,,,,,44415981,DOHA,,7,QATAR,,,,,2,1,,,,,3,,,,,,,Al Souq,,,,,
07-15612,AL DANA GROCERY,,,,,,,,,NULL,DOHA,,14,QATAR,,,,,2,1,,,,,3,,,,,,,Fereej Abdel Aziz,,,,,
07-15613,NASSIM GULF S/M,,,,,,,,,44782520,DOHA,,71,QATAR,,,,,2,1,,,,,3,,,,,,,Al Kharaitiyat,,,,,
07-15614,FOOD CITY CARWA #1 SHOP,,,,,,,,,44458804,DOHA,,57,QATAR,,,,,2,1,,,,,3,,,,,,,Industrial Area,,,,,
07-15616,AL DANA S/M,,,,,,,,,55820748,DOHA,,71,QATAR,,,,,2,1,,,,,3,,,,,,,Al Kharaitiyat,,,,,
07-15617,SAFWA S/M,,,,,44310224,,30104,,44310224,DOHA,,3,QATAR,,,,,2,1,,,,,3,,,,,,,Mushayrib,,,,,
07-15618,A1-MANHAL GROCERY,,,,,,,6118,,44325701,DOHA,,3,QATAR,,,,,2,1,,,,,3,,,,,,,Mushayrib,,,,,
07-15619,SAUDI GROCERY,,,,,,,17005,,44310406,DOHA,,27,QATAR,,,,,2,1,55706002,,,,3,,,,,,,Umm Ghuwailina,,,,,
07-15623,AL FAHIA GROCERY,,,,,,,,,4442 5653,DOHA,,,QATAR,,,,,2,1,,,,,3,,,,,,,NEW DOHA,,,,,
07-15624,DOHA TRADING,,,,,,,,,44604012,DOHA,,57,QATAR,,,,,2,1,77891520,,,,3,,,,,,,Industrial Area,,,,,
07-15625,QATAR FOURSAN COMPLEX,,,,,44604805,,,,44604256,DOHA,,57,QATAR,,,,,2,1,,,,,3,,,,,,,Industrial Area,,,,,
07-15626,CORNER TRADING CENTER,,,,,,,12203,,44416615,DOHA,,,QATAR,,,,,2,1,55720612,,,,3,,,,,,,MUNTAZAH,,,,,
07-15627,AL JAZEERA FOOD CORNER,,,,,,,13786,,44439487,DOHA,,,QATAR,,,,,2,1,,,,,3,,,,,,,MUNTAZAH,,,,,
07-1722,LACIGALE HOTEL,,,,,44288888,,25555,,44288000,DOHA,,,QATAR,,,,,2,1,,,,,3,,,,,,,SUHAIM BIN HAMAD,,,,,
07-15628,AL-AREESH F/S,,,,,,,91371,,44811089,DOHA,,53,QATAR,,,,,2,1,,,,,3,,,,,,,New Al Rayyan,,,,,
07-15629,AL-SHAMS GROCERY,,,,,,,91412,,44806784,DOHA,,53,QATAR,,,,,2,1,,,,,3,,,,,,,New Al Rayyan,,,,,
07-15630,DANUBE S/M,,,,,,,16772,,NULL,DOHA,,57,QATAR,,,,,2,1,,,,,3,,,,,,,Industrial Area,,,,,
07-15631,AL FATHIHA FOOD CENTER,,,,,,,,,44647816,DOHA,,90,QATAR,,,,,2,1,55035689,,,,3,,,,,,,Al Wakrah,,,,,
07-15632,DOHA ATHMAR SUPER MARKET,,,,,,,,,44310213,DOHA,,25,QATAR,,,,,2,1,,,,,3,,,,,,,Al Mansoura,,,,,
07-15633,FINE MART SUPERMARKET,,,,,,,50422,,44763551,DOHA,,92,QATAR,,,,,2,1,55745075,,,,3,,,,,,,mesaieed,,,,,
07-15634,GOLDEN S/M,,,,,,,,,44693304,DOHA,,55,QATAR,,,,,2,1,,,,,3,,,,,,,Fereej Al Murra,,,,,
07-15635,JABEL TARREQ GROCERY,,,,,,,,,446852381,DOHA,,55,QATAR,,,,,2,1,,,,,3,,,,,,,Fereej Al Murra,,,,,
07-15636,FAP SUPERMARKET,,,,,44321018,,,,NULL,DOHA,,38,QATAR,,,,,2,1,,,,,3,,,,,,,Al Sadd,,,,,
07-15638,BIN THAMER S/M,,,,,,,,,44620421,DOHA,,45,QATAR,,,,,2,1,,,,,3,,,,,,,Old Airport,,,,,
07-15639,AL AMADI CENTER,,,,,,,,,NULL,DOHA,,57,QATAR,,,,,2,1,,,,,3,,,,,,,Industrial Area,,,,,
07-15641,AL SAWANI GROCEYR,,,,,,,,,44876373,DOHA,,32,QATAR,,,,,2,1,,,,,3,,,,,,,Madinat Khalifa North,,,,,
07-15642,VALMAX S/M,,,,,,,31730,,4686224,DOHA,,56,QATAR,,,,,2,1,,,,,3,,,,,,,Mesaimeer,,,,,
07-36410,WOQOD (QATAR FUEL),,,,,44308839,,7777,,44308888,DOHA,,80,QATAR,,,,,2,1,44308888,,,,3,,,,,,,Al Shahaniya,,,,,
07-15643,ESSA SUPERMARKET,,,,,,,31783,,55380905,DOHA,,80,QATAR,,,,,2,1,,,,,3,,,,,,,Al Shahaniya,,,,,
07-15644,CAMEL RACE SUPERMARKET,,,,,,,,,66581846,DOHA,,80,QATAR,,,,,2,1,,,,,3,,,,,,,Al Shahaniya,,,,,
07-15645,AL HAGEN RACING COMPLEX,,,,,,,90889,,55830250,DOHA,,80,QATAR,,,,,2,1,,,,,3,,,,,,,Al Shahaniya,,,,,
07-15646,AL ARISE GROCERY,,,,,,,,,44321594,DOHA,,38,QATAR,,,,,2,1,,,,,3,,,,,,,Al Sadd,,,,,
07-15647,DAMAM SUPERMARKET,,,,,,,,,44785378,DOHA,,71,QATAR,,,,,2,1,55681777,,,,3,,,,,,,Umm Salal Ali,,,,,
07-15648,AL JADEEYA GROCERY,,,,,,,,,NULL,DOHA,,14,QATAR,,,,,2,1,,,,,3,,,,,,,Fereej Abdel Aziz,,,,,
07-15669,SALAM MART,,,,,,,,,44420836,DOHA,,56,QATAR,,,,,2,1,33740577,,,,3,,,,,,,Abu Hamour,,,,,
07-16641,AL KHOZAMA INTL,,,,,44316038,,2083,,44316234,DOHA,,,QATAR,,,,,2,1,44316234,,,,3,,,,,,,West Bay,,,,,
07-200-5,MEGA MART,,,,,,,,,NULL,DOHA,,90,QATAR,,,,,2,1,,,,,3,,,,,,,Al Wakrah,,,,,
07-350-4,GEANT HYPERMARKET,,,,,44685864,,,,44692994,DOHA,,55,QATAR,,,,,2,1,,,,,3,,,,,,,Al Sailiya,,,,,
07-36413,WOQOD (QATAR FUEL),,,,,,,7777,,NULL,DOHA,,,QATAR,,,,,2,1,,,,,3,,,,,,,NEAR AQUAPARK,,,,,
07-314-9,AL MEERA CONSUMER GOOD CO.,,,,,,,3371,,NULL,DOHA,,,QATAR,,,,,2,1,,,,,3,,,,,,,Al Shamal,,,,,
07-1732,SANA SUPERMARKET,,,,,,,17933,,44417685,DOHA,,28,QATAR,,,,,2,1,44417685,,,,3,,,,,,,RAS ABU ABOUD,,,,,
07-15670,FAMILY FOOD COMPLEX,,,,,,,31308,,55533457,DOHA,,,QATAR,,,,,2,1,55533457,,,,3,,,,,,,OLD SALATA,,,,,
07-1734,LOGIC FRESHMART,,,,,44371913,,16842,,44514713,DOHA,,37,QATAR,,,,,2,1,44514713,,,,3,,,,,,,Fereej Bin Omran,,,,,
07-36414,WOQUD (QATAR FUEL),,,,,,,,,NULL,DOHA,,55,QATAR,,,,,2,1,,,,,3,,,,,,,Al Sailiya,,,,,
07-36415,WOQUD (QATAR FUEL),,,,,,,7777,,44308185,DOHA,,53,QATAR,,,,,2,1,44308185,,,,3,,,,,,,Muaither,,,,,
07-15683,AL-TASBEETH GROCERY,,,,,44868924,,,,44868924,DOHA,,32,QATAR,,,,,2,1,44868924,,,,3,,,,,,,Madinat Khalifa North,,,,,
07-15686,VENUS SUPERMARKET,,,,,44872378,,,,44872378,DOHA,,32,QATAR,,,,,2,1,55419016,,,,3,,,,,,,Madinat Khalifa North,,,,,
07-15687,AL-MAHARTJAN SUPERMARKET,,,,,44866348,,,,44866348,DOHA,,32,QATAR,,,,,2,1,70103070,,,,3,,,,,,,Madinat Khalifa North,,,,,
07-15689,AL MISK GROCERY,,,,,55841421,,,,55841421,DOHA,,54,QATAR,,,,,2,1,55841421,,,,3,,,,,,,Fereej Al Soudan,,,,,
07-15691,GOLDIN GATE SUPERMARKET,,,,,44987191,,40797,,44987191,DOHA,,56,QATAR,,,,,2,1,44987191,,,,3,,,,,,,Ain Khaled,,,,,
07-15693,FOR YOU SUPERMARKET,,,,,44683829,,,,44683829,DOHA,,56,QATAR,,,,,2,1,44683829,,,,3,,,,,,,Abu Hamour,,,,,
07-15695,MY MART,,,,,44151478,,,,44151478,DOHA,,90,QATAR,,,,,2,1,44151478,,,,3,,,,,,,Al Wakrah,,,,,
07-15701,SAVE MART,,,,,44631422,,,,44631422,DOHA,,90,QATAR,,,,,2,1,77460786,,,,3,,,,,,,Al Wakrah,,,,,
07-15698,CITY MART,,,,,44631623,,,,44631623,DOHA,,90,QATAR,,,,,2,1,44631623,,,,3,,,,,,,Al Wakrah,,,,,
07-15699,FATHIMA FOOD CENTRE,,,,,44647516,,,,44647516,DOHA,,90,QATAR,,,,,2,1,44647816,,,,3,,,,,,,Al Wakrah,,,,,
07-15738,AJMAL GROCERY,,,,,44680434,,,,44680434,DOHA,,55,QATAR,,,,,2,1,44680434,,,,3,,,,,,,New Fereej Al Ghanim,,,,,
07-15739,BRADMA QATAR S/M,,,,,44516589,,,,44516589,DOHA,,56,QATAR,,,,,2,1,44516589,,,,3,,,,,,,Abu Hamour,,,,,
07-15740,NAMI SUPERMARKET,,,,,55833473,,,,44685925,DOHA,,56,QATAR,,,,,2,1,55833473,,,,3,,,,,,,Abu Hamour,,,,,
07-15741,SAHARA SUPERMARKET,,,,,44151442,,,,66151442,DOHA,,,QATAR,,,,,2,1,,,,,3,,,,,,,SALWA ROAD,,,,,
07-15744,BROTHERS SUPERMARKET,,,,,55416682,,,,44813502,DOHA,,53,QATAR,,,,,2,1,44813502,,,,3,,,,,,,Muaither,,,,,
07-15752,AL-MUTHAWA GROCERY,,,,,33631728,,,,33631728,DOHA,,53,QATAR,,,,,2,1,33631728,,,,3,,,,,,,Muaither,,,,,
07-15753,NEW FACON SUPERMARKET,,,,,44693973,,,,44683973,DOHA,,55,QATAR,,,,,2,1,44683973,,,,3,,,,,,,Fereej Al Murra,,,,,
07-15755,ABU AHMED FOOD,,,,,44312019,,,,44312019,DOHA,,25,QATAR,,,,,2,1,44312019,,,,3,,,,,,,Al Mansoura,,,,,
07-15757,FOOD PLUS,,,,,44369933,,,,44369933,DOHA,,25,QATAR,,,,,2,1,44369933,,,,3,,,,,,,Al Mansoura,,,,,
07-15759,NEW FALCON SHOPPING CENTER,,,,,,,,,NULL,DOHA,,25,QATAR,,,,,2,1,44171272,,,,3,,,,,,,Al Mansoura,,,,,
07-15760,FLOWER SUPERMARKET,,,,,44421086,,,,44421086,DOHA,,25,QATAR,,,,,2,1,44421086,,,,3,,,,,,,Al Mansoura,,,,,
07-15761,DOHA ATHMAR SUPERMARKET,,,,,44310213,,,,44310213,DOHA,,26,QATAR,,,,,2,1,44310213,,,,3,,,,,,,Najma,,,,,
07-15763,BAHAR SUPERMARKET,,,,,77943020,,,,77943020,DOHA,,92,QATAR,,,,,2,1,77943020,,,,3,,,,,,,mesaieed,,,,,
07-15765,WIKI MARD SHOPPING,,,,,44662044,,,,44662044,DOHA,,,QATAR,,,,,2,1,44662044,,,,3,,,,,,,HELAM,,,,,
07-15766,FAMMY FOOD STUFF,,,,,44362365,,,,44362365,DOHA,,27,QATAR,,,,,2,1,44362365,,,,3,,,,,,,Umm Ghuwailina,,,,,
07-15770,AL SHAMA GROCERY,,,,,44870499,,,,NULL,DOHA,,32,QATAR,,,,,2,1,44870499,,,,3,,,,,,,Madinat Khalifa North,,,,,
07-15792,MADINA KHALIFA NORTH,,,,,44883907,,,,44883907,DOHA,,32,QATAR,,,,,2,1,44883907,,,,3,,,,,,,Madinat Khalifa North,,,,,
07-15793,DELMON GROCERY,,,,,44866369,,,,44866369,DOHA,,32,QATAR,,,,,2,1,44866369,,,,3,,,,,,,Madinat Khalifa North,,,,,
07-15771,AL-FASEELA SUPERMARKET,,,,,44867928,,,,44867928,DOHA,,32,QATAR,,,,,2,1,44867928,,,,3,,,,,,,Madinat Khalifa North,,,,,
07-15773,NEW SAAD GROCERY,,,,,44417048,,,,44417048,DOHA,,14,QATAR,,,,,2,1,44417048,,,,3,,,,,,,Fereej Abdel Aziz,,,,,
07-15774,KABAYAN FOOD LAND,,,,,44725403,,,,44725403,DOHA,,74,QATAR,,,,,2,1,44725403,,,,3,,,,,,,Al Khor,,,,,
07-15794,NEW QATARI HOME SUPERMARKET,,,,,44721730,,,,44721730,DOHA,,74,QATAR,,,,,2,1,44721730,,,,3,,,,,,,Al Khor,,,,,
07-15775,AL-HUDA FOOD CENTER,,,,,44665070,,,,NULL,DOHA,,45,QATAR,,,,,2,1,44665070,,,,3,,,,,,,Old Airport,,,,,
07-15778,MAJID GROCERY,,,,,55413557,,,,44676265,DOHA,,40,QATAR,,,,,2,1,44676265,,,,3,,,,,,,New Salata,,,,,
07-15779,SAWAD GROCERY,,,,,44650127,,,,44650127,DOHA,,40,QATAR,,,,,2,1,44650127,,,,3,,,,,,,New Salata,,,,,
07-15780,ALI ABDULLA ALI GROCERY,,,,,4446022,,10667,,4446022,DOHA,,38,QATAR,,,,,2,1,4446022,,,,3,,,,,,,Al Sadd,,,,,
07-15781,SHOPPERS MART,,,,,77324141,,,,44279230,DOHA,,38,QATAR,,,,,2,1,77324141,,,,3,,,,,,,Al Sadd,,,,,
07-15784,NESTO GROCERY,,,,,555025617,,,,555025617,DOHA,,40,QATAR,,,,,2,1,555025617,,,,3,,,,,,,New Salata,,,,,
07-15783,QAWAFIL GROCERY,,,,,44763936,,,,44763936,DOHA,,40,QATAR,,,,,2,1,44763936,,,,3,,,,,,,New Salata,,,,,
07-15785,FARREQ AL-ASIRI,,,,,44665041,,,,44665041,DOHA,,56,QATAR,,,,,2,1,44665041,,,,3,,,,,,,Fereej Al Asiri,,,,,
07-15786,MINT FOOD CENTER,,,,,44145950,,,,44145950,DOHA,,38,QATAR,,,,,2,1,44145950,,,,3,,,,,,,Al Sadd,,,,,
07-15787,FOOD CENTER,,,,,44279338,,,,44279338,DOHA,,39,QATAR,,,,,2,1,44279338,,,,3,,,,,,,Fereej Al Nasr,,,,,
07-15789,ABDUL RAHMAN AL-SHALAN GROCERY,,,,,44277636,,,,44277636,DOHA,,38,QATAR,,,,,2,1,44277636,,,,3,,,,,,,Al Sadd,,,,,
07-15791,PANDA SUPERMARKET,,,,,44375497,,,,44375497,DOHA,,22,QATAR,,,,,2,1,44375497,,,,3,,,,,,,Fereej Bin Mahmoud,,,,,
07-15795,BAL ALMADENA SUPERMARKET,,,,,44640972,,,,44640972,DOHA,,90,QATAR,,,,,2,1,44640972,,,,3,,,,,,,Al Wakrah,,,,,
07-15796,FUJAIRA SUPERMARKET,,,,,44373024,,,,44373024,DOHA,,25,QATAR,,,,,2,1,44373024,,,,3,,,,,,,Al Mansoura,,,,,
07-15798,GHALAN SUPERMARKET,,,,,44416545,,,,44416545,DOHA,,25,QATAR,,,,,2,1,44416545,,,,3,,,,,,,Al Mansoura,,,,,
07-15799,AL GHRAFA CORNER SUPERMARKET,,,,,77313634,,1366,,77313634,DOHA,,,QATAR,,,,,2,1,7731634,,,,3,,,,,,,,,,,,
07-15800,BUMATAR SUPERMARKET,,,,,44362532,,,,4462532,DOHA,,37,QATAR,,,,,2,1,44362532,,,,3,,,,,,,Fereej Bin Omran,,,,,
07-15801,SEA VIEW SUPERMARKET,,,,,77401721,,,,77401721,DOHA,,75,QATAR,,,,,2,1,77401721,,,,3,,,,,,,Al Thakhira,,,,,
07-15804,AEN SHAMS GROCERY,,,,,44811215,,,,44811215,DOHA,,53,QATAR,,,,,2,1,44811215,,,,3,,,,,,,New Al Rayyan,,,,,
07-15805,FAS SUPERMARKET,,,,,44369712,,,,44369712,DOHA,,26,QATAR,,,,,2,1,44369712,,,,3,,,,,,,Najma,,,,,
07-15806,FAMOUS FOOD SUPERMARKET,,,,,44317816,,,,44317816,DOHA,,25,QATAR,,,,,2,1,44317816,,,,3,,,,,,,Al Mansoura,,,,,
07-15808,AL-AMEN SUPERMARKET,,,,,44801021,,,,44801021,DOHA,,53,QATAR,,,,,2,1,44801021,,,,3,,,,,,,New Al Rayyan,,,,,
07-15809,MOON LIGHT SUPERMARKET,,,,,44802348,,,,44802348,DOHA,,52,QATAR,,,,,2,1,44802348,,,,3,,,,,,,Old Al Rayyan,,,,,
07-15811,AL-RAYYAN FOOD CENTER,,,,,4411858,,,,4411858,DOHA,,53,QATAR,,,,,2,1,4411858,,,,3,,,,,,,New Al Rayyan,,,,,
07-15813,AIN SHAMS S/M,,,,,44813259,,,,44813259,DOHA,,53,QATAR,,,,,2,1,44813259,,,,3,,,,,,,New Al Rayyan,,,,,
07-15816,AL-FASEELA FOOD CENTRE,,,,,44723866,,,,44723866,DOHA,,74,QATAR,,,,,2,1,44723866,,,,3,,,,,,,Al Khor,,,,,
07-15817,AL IKHLAS GROCERY,,,,,44325338,,,,44325338,DOHA,,27,QATAR,,,,,2,1,44325338,,,,3,,,,,,,Umm Ghuwailina,,,,,
07-15818,TAWFEEQ COLD STORES,,,,,,,,,3355 6669,DOHA,,40,QATAR,,,,,2,1,55040513,,,,3,,,,,,,New Salata,,,,,
07-15819,NEW SAAD SUPERMARKET,,,,,44434859,,,,44434859,DOHA,,,QATAR,,,,,2,1,44434859,,,,3,,,,,,,,,,,,
07-15821,AL WISHAL FOOD STUFF,,,,,44370801,,,,44370801,DOHA,,,QATAR,,,,,2,1,44370801,,,,3,,,,,,,,,,,,
07-15823,RASHID AL-NAIMI S/M,,,,,44396322,,6807,,44396322,DOHA,,27,QATAR,,,,,2,1,44396322,,,,3,,,,,,,Umm Ghuwailina,,,,,
